Processor ID,Category,Product Names,Product Prices,Product Ratings,User Reviews
0,TOOLS & HOME IMPROVEMENT,"Disposable Isolation Gowns with Long Sleeve, Knit Elastic Cuffs, Fully Closed Double Tie Back – Lightweight Breathable, Fluid Resistant, Unisex",$24.99,4,"
  it serve its purpose
"
0,TOOLS & HOME IMPROVEMENT,"Disposable Isolation Gowns with Long Sleeve, Knit Elastic Cuffs, Fully Closed Double Tie Back – Lightweight Breathable, Fluid Resistant, Unisex",$24.99,4,"
  I bought this for someone else they were very pleased said the gowns were very roomy and comfortable. Can easily fit plus sizes. Will get them again
"
0,TOOLS & HOME IMPROVEMENT,"Disposable Isolation Gowns with Long Sleeve, Knit Elastic Cuffs, Fully Closed Double Tie Back – Lightweight Breathable, Fluid Resistant, Unisex",$24.99,4,"
  Personal protection in Infant setting of Pre School.
"
0,TOOLS & HOME IMPROVEMENT,"EveryDrop by Whirlpool 10383251 Refrigerator Water Filter 1, EDR1RXD1 (Pack of 1), Purple",$44.99,1,"
  I testes this water filter to see if it was working. I used the test stick that came with my ZERO water pitcher. So, I tested the water from the TAP. 269 PPM than I tested the water through the refrigerator water filter PPM was only 243 only a change of 10 PPM (PARTICLES PER MILLION). So, I ran 2 gallons of water through the water system in the refrigerator thinking maybe it needs a break in period. Mind you the family has been using the new filter through the refrigerator for about a week now.  Still only 243 PPM. Thank I took the same water from the refrigerator and ran it through the ZERO water filter, and you know what the test stick came back with 000 PPM.So, this filter is a total scam. I don’t think most will go fare to test to see if the filter is working like I did. But for $45 I needed to make sure it works. But it failed miserably. I would have been happy if it came back with 150 PPM, but only a 23-point change heck no. I sent it back. TO bad Zero water doesn't make a refrigerator water filter..
"
0,TOOLS & HOME IMPROVEMENT,"EveryDrop by Whirlpool 10383251 Refrigerator Water Filter 1, EDR1RXD1 (Pack of 1), Purple",$44.99,1,"
  Do not buy from this source.  These are defective filters. I replaced the old filter with the one I received from Amazon ( having done this many times before) and the new filter made a grinding motor sound and barely dripped water.  I re-installed several times with the same result.  I subsequently went to Home Depot and bought the same filter which installed and worked perfectly on the first try. They are selling defects.  Do not buy from this source.
"
0,TOOLS & HOME IMPROVEMENT,"EveryDrop by Whirlpool 10383251 Refrigerator Water Filter 1, EDR1RXD1 (Pack of 1), Purple",$44.99,4,"
  This filter works fine as a replacement for W10295370 or W10295370A. Lots of confusion on model numbers and what fits so I am putting a photo here to help clarify.  P4RFWR, W10295370(A) and EDR1RXD1 are all the same, fit wise.Just installed in a Maytag MSF22D4XAW00 so time will tell how well this one performs, rather expensive for a filter, however.
"
0,TOOLS & HOME IMPROVEMENT,"EveryDrop by Whirlpool 10383251 Refrigerator Water Filter 1, EDR1RXD1 (Pack of 1), Purple",$44.99,1,"
  Original September purchase: product came in original manuf packaging, fits well and works fine.12 March Update #2: went for more water and got the hammering sound.  Upon opening the filter cartridge area, the paper towel I used to pad the cartridge is now soaked.  Redid papertowel (little thicker) and when I went back to check on it a couple hours later, paper towel getting wet again.  Just submitted a refund request.  Will try to buy from a brick/mortar store to see if I have better luck or even try to find an alternate option.  Will see what works!12 March Update: bought again but had issues when I installed it.  I’d get a hammering noise and then no water would flow.  Searched high and low for the ‘how to fix’ and found it on a YouTube video.  The latest cartridge I received was ever so slightly smaller than the last one, so it was making a complete seal when the filter compartment lid was closed.  So upon advice from the YouTube video I put in a folded piece of paper towel (about 1/4 sheet folded up) btwn cartridge and door and Voila - it worked w/out issued!  No hammering noise and water flows freely.  Will update again if this changes anytime soon!
"
0,TOOLS & HOME IMPROVEMENT,"EveryDrop by Whirlpool 10383251 Refrigerator Water Filter 1, EDR1RXD1 (Pack of 1), Purple",$44.99,5,"
  Everydrop filter 1 is a fair product, but I think it is quite expensive as a refrigerator filter. I have a big household, a family of five with two dogs, our daily water need is quite high. The water flow with filter 1 is time-consuming to fill a cup of water, especially when everybody gets home around the same time and all want some ice water. Therefore, I recommend any household over four to purchase a water filter system rather than rely on the filtered water through the refrigerator. We recently switched to an under sink Waterdrop reverse osmosis water filtration system. Though it is pricy to purchase in the first place, the system definitely satisfied our water need and the replacement filters are also affordable considering the filter life and replace frequency. The system is also quite stylish and only takes very little space. I use the filtered water to make coffee and fresh OJs for my family in the morning and they all love it. I think the major reason is that the system reduces a great percentage of TDS in the original water, which the water after filtration is not that “hard.”I used to find those ugly white scale deposits pile up on my kettle, but I do not have to deal with it anymore with the help of this RO system.
"
0,TOOLS & HOME IMPROVEMENT,"EveryDrop by Whirlpool 10383251 Refrigerator Water Filter 1, EDR1RXD1 (Pack of 1), Purple",$44.99,5,"
  I was skeptical about buying the water filter after all the negative reviews, but it surprised me. My fridge was new and this is the first time I had to change the filter. Whatever filter was already IN the fridge had a terrible plastic taste so I was concerned that it would stay around with the new filter. To my big surprise it was much better. I only drink spring water and have drank from the filter and liked it- it had no after taste or plastic taste anymore. I did have some air bubbles following the filter change but it does go away after a little while. I made sure to run the water before the first use (as directed) although I didn't measure the water so was it exactly however many gallons??? No idea! I am very happy with my purchase and will only order this filter for my Whirpool fridge.
"
0,TOOLS & HOME IMPROVEMENT,"EveryDrop by Whirlpool 10383251 Refrigerator Water Filter 1, EDR1RXD1 (Pack of 1), Purple",$44.99,3,"
  This item works. I purchased a different product that was half the price that did not work. This is the only filter thst works on my whirlpool side by side fridge/freezer. And, these filters only last me about 2 to 3 months. Getting expensive to use. Maybe it's my water pipes,I don't know,I'm on city water in florida. But it plugs up about every 3 months,and I need replace. Update: I discovered that the filter does not insert into the holder tight enough, to solve, put a small piece cardboard,or folded paper towel between end of filter and door that closes onto it. Forcing the filter tight into position.  That is what causes many issues people are having with their filter,hammering, low output, noise, leaking etc. It needs be pushed tight into housing. Test by just pushing in on it while dispensing water. Trust me, it's the issue.
"
